DATAFLOW,LAST UPDATE,freq,unit,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Germany,2024,33.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Denmark,2020,39.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Denmark,2021,40.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Denmark,2022,41,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Denmark,2023,42,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Denmark,2024,43.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area - 19 countries  (2015-2022),2020,24.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area - 19 countries  (2015-2022),2021,24.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area - 19 countries  (2015-2022),2022,25.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area - 19 countries  (2015-2022),2023,26.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area - 19 countries  (2015-2022),2024,28,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area – 20 countries (from 2023),2020,24.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area – 20 countries (from 2023),2021,24.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area – 20 countries (from 2023),2022,25.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area – 20 countries (from 2023),2023,26.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Euro area – 20 countries (from 2023),2024,27.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Estonia,2020,10.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Estonia,2021,11.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Estonia,2022,12.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Estonia,2023,13.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Estonia,2024,14.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Greece,2020,11,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Greece,2021,11.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Greece,2022,11.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Greece,2023,12.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Greece,2024,13.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Spain,2020,17,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Spain,2021,17,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Spain,2022,17.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Spain,2023,18.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Spain,2024,18.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),European Union - 27 countries (from 2020),2020,21.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),European Union - 27 countries (from 2020),2021,21.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),European Union - 27 countries (from 2020),2022,22.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),European Union - 27 countries (from 2020),2023,24,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),European Union - 27 countries (from 2020),2024,25.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Finland,2020,27.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Finland,2021,28.9,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Finland,2022,29.6,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Finland,2023,30.5,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Finland,2024,31.3,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),France,2020,26.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),France,2021,26.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),France,2022,27.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),France,2023,28.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),France,2024,29.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Croatia,2020,10,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Croatia,2021,10.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Croatia,2022,11.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Croatia,2023,12.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Croatia,2024,14.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Hungary,2020,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Hungary,2021,8.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Hungary,2022,9.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Hungary,2023,11,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Hungary,2024,12.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Ireland,2020,29.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Ireland,2021,30.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Ireland,2022,31.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Ireland,2023,33.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Ireland,2024,35.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Iceland,2020,29.8,d,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Iceland,2021,33.9,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Iceland,2022,38.2,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Iceland,2023,39.4,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Iceland,2024,42.0,p,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Italy,2020,21,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Italy,2021,20.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Italy,2022,21.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Italy,2023,21.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Italy,2024,22.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Lithuania,2020,9.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Lithuania,2021,11,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Lithuania,2022,12.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Lithuania,2023,14,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Lithuania,2024,15.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Luxembourg,2020,41.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Luxembourg,2021,42.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Luxembourg,2022,44.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Luxembourg,2023,47.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Luxembourg,2024,48.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Latvia,2020,8.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Latvia,2021,9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Latvia,2022,9.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Latvia,2023,10.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Latvia,2024,11.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Malta,2020,15.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Malta,2021,16.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Malta,2022,16.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Malta,2023,17.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Malta,2024,18,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Netherlands,2020,29.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Netherlands,2021,29.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Netherlands,2022,30.6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Netherlands,2023,32.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Netherlands,2024,34.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Norway,2020,40.1,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Norway,2021,43.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Norway,2022,44.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Norway,2023,41.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Norway,2024,43.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Poland,2020,9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Poland,2021,9.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Poland,2022,10.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Poland,2023,11.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Poland,2024,14.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Portugal,2020,12.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Portugal,2021,12.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Portugal,2022,13,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Portugal,2023,13.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Portugal,2024,14.7,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Romania,2020,7.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Romania,2021,8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Romania,2022,9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Romania,2023,10.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Romania,2024,11.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Serbia,2020,6,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Serbia,2021,6.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Serbia,2022,7.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Serbia,2023,8.3,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Serbia,2024,9.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Sweden,2020,26.2,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Sweden,2021,27.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Sweden,2022,27.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Sweden,2023,26.4,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Sweden,2024,27.5,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovenia,2020,17.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovenia,2021,18.9,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovenia,2022,19.8,,
ESTAT:TPS00173(1.0),28/03/25 11:00:00,Annual,Euro,"Industry, construction and services (except public administration, defense, compulsory social security)",Wages and salaries (total),Slovenia,2023,21.9,,
